,Adverse Event,GroupBy,Count
25498,Corneal disorder,VALU MERCHANDISERS COMPANY,0
25499,Corneal disorder,FAMILY DOLLAR,0
25500,Medication overuse headache,RANBAXY,0
25501,Medication overuse headache,NOVARTIS,0
25502,Medication overuse headache,JOHNSON AND JOHNSON,4
25503,Medication overuse headache,AUROBINDO,1
25504,Medication overuse headache,APOTEX,1
25505,Medication overuse headache,VIIV,0
25506,Medication overuse headache,GLAXOSMITHKLINE,0
25507,Medication overuse headache,MALLINCKRODT,0
25508,Medication overuse headache,MYLAN,1
25509,Medication overuse headache,PERRIGO,0
25510,Medication overuse headache,B BRAUN,0
25511,Medication overuse headache,FDA-CTU,0
25512,Medication overuse headache,FRESENIUS KABI,0
25513,Medication overuse headache,BAXTER,0
25514,Medication overuse headache,GRANULES INDIA,0
25515,Medication overuse headache,ASPIRO PHARMA,0
25516,Medication overuse headache,LEO PHARM,0
25517,Medication overuse headache,EMCURE,0
25518,Medication overuse headache,DEXCEL,0
25519,Medication overuse headache,TARO,0
25520,Medication overuse headache,MARKSANS,0
25521,Medication overuse headache,RISING PHARMACEUTICALS,0
25522,Medication overuse headache,ZYDUS PHARM,0
25523,Medication overuse headache,PRINSTON PHARMACEUTICAL,0
25524,Medication overuse headache,CIPLA,0
25525,Medication overuse headache,TEVA,0
25526,Medication overuse headache,LEUCADIA PHARMACEUTICALS,0
25527,Medication overuse headache,BIONPHARMA,0
25528,Medication overuse headache,VALU MERCHANDISERS COMPANY,0
25529,Medication overuse headache,FAMILY DOLLAR,0
25530,Seasonal allergy,RANBAXY,0
25531,Seasonal allergy,NOVARTIS,0
25532,Seasonal allergy,JOHNSON AND JOHNSON,0
25533,Seasonal allergy,AUROBINDO,0
25534,Seasonal allergy,APOTEX,0
25535,Seasonal allergy,VIIV,0
25536,Seasonal allergy,GLAXOSMITHKLINE,1
25537,Seasonal allergy,MALLINCKRODT,0
25538,Seasonal allergy,MYLAN,0
25539,Seasonal allergy,PERRIGO,1
25540,Seasonal allergy,B BRAUN,0
25541,Seasonal allergy,FDA-CTU,0
25542,Seasonal allergy,FRESENIUS KABI,0
25543,Seasonal allergy,BAXTER,0
25544,Seasonal allergy,GRANULES INDIA,0
25545,Seasonal allergy,ASPIRO PHARMA,0
25546,Seasonal allergy,LEO PHARM,0
25547,Seasonal allergy,EMCURE,0
25548,Seasonal allergy,DEXCEL,0
25549,Seasonal allergy,TARO,0
25550,Seasonal allergy,MARKSANS,0
25551,Seasonal allergy,RISING PHARMACEUTICALS,0
25552,Seasonal allergy,ZYDUS PHARM,0
25553,Seasonal allergy,PRINSTON PHARMACEUTICAL,0
25554,Seasonal allergy,CIPLA,0
25555,Seasonal allergy,TEVA,0
25556,Seasonal allergy,LEUCADIA PHARMACEUTICALS,0
25557,Seasonal allergy,BIONPHARMA,0
25558,Seasonal allergy,VALU MERCHANDISERS COMPANY,0
25559,Seasonal allergy,FAMILY DOLLAR,0
25560,Angiopathy,RANBAXY,0
25561,Angiopathy,NOVARTIS,0
25562,Angiopathy,JOHNSON AND JOHNSON,0
25563,Angiopathy,AUROBINDO,0
25564,Angiopathy,APOTEX,0
25565,Angiopathy,VIIV,0
25566,Angiopathy,GLAXOSMITHKLINE,0
25567,Angiopathy,MALLINCKRODT,0
25568,Angiopathy,MYLAN,0
25569,Angiopathy,PERRIGO,1
25570,Angiopathy,B BRAUN,0
25571,Angiopathy,FDA-CTU,0
25572,Angiopathy,FRESENIUS KABI,0
25573,Angiopathy,BAXTER,0
25574,Angiopathy,GRANULES INDIA,0
25575,Angiopathy,ASPIRO PHARMA,0
25576,Angiopathy,LEO PHARM,0
25577,Angiopathy,EMCURE,0
25578,Angiopathy,DEXCEL,0
25579,Angiopathy,TARO,0
25580,Angiopathy,MARKSANS,0
25581,Angiopathy,RISING PHARMACEUTICALS,0
25582,Angiopathy,ZYDUS PHARM,0
25583,Angiopathy,PRINSTON PHARMACEUTICAL,0
25584,Angiopathy,CIPLA,0
25585,Angiopathy,TEVA,0
25586,Angiopathy,LEUCADIA PHARMACEUTICALS,0
25587,Angiopathy,BIONPHARMA,0
25588,Angiopathy,VALU MERCHANDISERS COMPANY,0
25589,Angiopathy,FAMILY DOLLAR,0
25590,Labyrinthitis,RANBAXY,0
25591,Labyrinthitis,NOVARTIS,0
25592,Labyrinthitis,JOHNSON AND JOHNSON,0
25593,Labyrinthitis,AUROBINDO,0
25594,Labyrinthitis,APOTEX,0
25595,Labyrinthitis,VIIV,0
25596,Labyrinthitis,GLAXOSMITHKLINE,0
25597,Labyrinthitis,MALLINCKRODT,0
25598,Labyrinthitis,MYLAN,0
25599,Labyrinthitis,PERRIGO,1
25600,Labyrinthitis,B BRAUN,0
25601,Labyrinthitis,FDA-CTU,0
25602,Labyrinthitis,FRESENIUS KABI,0
25603,Labyrinthitis,BAXTER,0
25604,Labyrinthitis,GRANULES INDIA,0
25605,Labyrinthitis,ASPIRO PHARMA,0
25606,Labyrinthitis,LEO PHARM,0
25607,Labyrinthitis,EMCURE,0
25608,Labyrinthitis,DEXCEL,0
25609,Labyrinthitis,TARO,0
25610,Labyrinthitis,MARKSANS,0
25611,Labyrinthitis,RISING PHARMACEUTICALS,0
25612,Labyrinthitis,ZYDUS PHARM,0
25613,Labyrinthitis,PRINSTON PHARMACEUTICAL,0
25614,Labyrinthitis,CIPLA,0
25615,Labyrinthitis,TEVA,0
25616,Labyrinthitis,LEUCADIA PHARMACEUTICALS,0
25617,Labyrinthitis,BIONPHARMA,0
25618,Labyrinthitis,VALU MERCHANDISERS COMPANY,0
25619,Labyrinthitis,FAMILY DOLLAR,0
25620,Loose tooth,RANBAXY,0
25621,Loose tooth,NOVARTIS,0
25622,Loose tooth,JOHNSON AND JOHNSON,0
25623,Loose tooth,AUROBINDO,0
25624,Loose tooth,APOTEX,0
25625,Loose tooth,VIIV,0
25626,Loose tooth,GLAXOSMITHKLINE,0
25627,Loose tooth,MALLINCKRODT,0
25628,Loose tooth,MYLAN,0
25629,Loose tooth,PERRIGO,1
25630,Loose tooth,B BRAUN,0
25631,Loose tooth,FDA-CTU,0
25632,Loose tooth,FRESENIUS KABI,0
25633,Loose tooth,BAXTER,0
25634,Loose tooth,GRANULES INDIA,0
25635,Loose tooth,ASPIRO PHARMA,0
25636,Loose tooth,LEO PHARM,0
25637,Loose tooth,EMCURE,0
25638,Loose tooth,DEXCEL,0
25639,Loose tooth,TARO,0
25640,Loose tooth,MARKSANS,0
25641,Loose tooth,RISING PHARMACEUTICALS,0
25642,Loose tooth,ZYDUS PHARM,0
25643,Loose tooth,PRINSTON PHARMACEUTICAL,0
25644,Loose tooth,CIPLA,0
25645,Loose tooth,TEVA,0
25646,Loose tooth,LEUCADIA PHARMACEUTICALS,0
25647,Loose tooth,BIONPHARMA,0
25648,Loose tooth,VALU MERCHANDISERS COMPANY,0
25649,Loose tooth,FAMILY DOLLAR,0
25650,Muscle twitching,RANBAXY,0
25651,Muscle twitching,NOVARTIS,0
25652,Muscle twitching,JOHNSON AND JOHNSON,0
25653,Muscle twitching,AUROBINDO,1
25654,Muscle twitching,APOTEX,0
25655,Muscle twitching,VIIV,0
25656,Muscle twitching,GLAXOSMITHKLINE,0
25657,Muscle twitching,MALLINCKRODT,0
25658,Muscle twitching,MYLAN,0
25659,Muscle twitching,PERRIGO,1
25660,Muscle twitching,B BRAUN,0
25661,Muscle twitching,FDA-CTU,0
25662,Muscle twitching,FRESENIUS KABI,0
25663,Muscle twitching,BAXTER,0
25664,Muscle twitching,GRANULES INDIA,0
25665,Muscle twitching,ASPIRO PHARMA,0
25666,Muscle twitching,LEO PHARM,0
25667,Muscle twitching,EMCURE,0
25668,Muscle twitching,DEXCEL,0
25669,Muscle twitching,TARO,0
25670,Muscle twitching,MARKSANS,0
25671,Muscle twitching,RISING PHARMACEUTICALS,0
25672,Muscle twitching,ZYDUS PHARM,0
25673,Muscle twitching,PRINSTON PHARMACEUTICAL,0
25674,Muscle twitching,CIPLA,0
25675,Muscle twitching,TEVA,0
25676,Muscle twitching,LEUCADIA PHARMACEUTICALS,0
25677,Muscle twitching,BIONPHARMA,0
25678,Muscle twitching,VALU MERCHANDISERS COMPANY,0
25679,Muscle twitching,FAMILY DOLLAR,0
25680,Noninfective gingivitis,RANBAXY,0
25681,Noninfective gingivitis,NOVARTIS,0
25682,Noninfective gingivitis,JOHNSON AND JOHNSON,1
25683,Noninfective gingivitis,AUROBINDO,0
25684,Noninfective gingivitis,APOTEX,0
25685,Noninfective gingivitis,VIIV,0
25686,Noninfective gingivitis,GLAXOSMITHKLINE,0
25687,Noninfective gingivitis,MALLINCKRODT,0
25688,Noninfective gingivitis,MYLAN,0
25689,Noninfective gingivitis,PERRIGO,1
25690,Noninfective gingivitis,B BRAUN,0
25691,Noninfective gingivitis,FDA-CTU,0
25692,Noninfective gingivitis,FRESENIUS KABI,1
25693,Noninfective gingivitis,BAXTER,0
25694,Noninfective gingivitis,GRANULES INDIA,0
25695,Noninfective gingivitis,ASPIRO PHARMA,0
25696,Noninfective gingivitis,LEO PHARM,0
25697,Noninfective gingivitis,EMCURE,0
25698,Noninfective gingivitis,DEXCEL,0
25699,Noninfective gingivitis,TARO,0
25700,Noninfective gingivitis,MARKSANS,0
25701,Noninfective gingivitis,RISING PHARMACEUTICALS,0
25702,Noninfective gingivitis,ZYDUS PHARM,0
25703,Noninfective gingivitis,PRINSTON PHARMACEUTICAL,0
25704,Noninfective gingivitis,CIPLA,0
25705,Noninfective gingivitis,TEVA,0
25706,Noninfective gingivitis,LEUCADIA PHARMACEUTICALS,0
25707,Noninfective gingivitis,BIONPHARMA,0
25708,Noninfective gingivitis,VALU MERCHANDISERS COMPANY,0
25709,Noninfective gingivitis,FAMILY DOLLAR,0
25710,Osteitis,RANBAXY,0
25711,Osteitis,NOVARTIS,0
25712,Osteitis,JOHNSON AND JOHNSON,0
25713,Osteitis,AUROBINDO,0
25714,Osteitis,APOTEX,0
25715,Osteitis,VIIV,0
25716,Osteitis,GLAXOSMITHKLINE,0
25717,Osteitis,MALLINCKRODT,0
25718,Osteitis,MYLAN,0
25719,Osteitis,PERRIGO,1
25720,Osteitis,B BRAUN,0
25721,Osteitis,FDA-CTU,0
25722,Osteitis,FRESENIUS KABI,0
25723,Osteitis,BAXTER,0
25724,Osteitis,GRANULES INDIA,0
25725,Osteitis,ASPIRO PHARMA,0
25726,Osteitis,LEO PHARM,0
25727,Osteitis,EMCURE,0
25728,Osteitis,DEXCEL,0
25729,Osteitis,TARO,0
25730,Osteitis,MARKSANS,0
25731,Osteitis,RISING PHARMACEUTICALS,0
25732,Osteitis,ZYDUS PHARM,0
25733,Osteitis,PRINSTON PHARMACEUTICAL,0
25734,Osteitis,CIPLA,0
25735,Osteitis,TEVA,0
25736,Osteitis,LEUCADIA PHARMACEUTICALS,0
25737,Osteitis,BIONPHARMA,0
25738,Osteitis,VALU MERCHANDISERS COMPANY,0
25739,Osteitis,FAMILY DOLLAR,0
25740,Parkinson's disease,RANBAXY,0
25741,Parkinson's disease,NOVARTIS,2
25742,Parkinson's disease,JOHNSON AND JOHNSON,0
25743,Parkinson's disease,AUROBINDO,1
25744,Parkinson's disease,APOTEX,0
25745,Parkinson's disease,VIIV,0
25746,Parkinson's disease,GLAXOSMITHKLINE,0
25747,Parkinson's disease,MALLINCKRODT,0
25748,Parkinson's disease,MYLAN,1
25749,Parkinson's disease,PERRIGO,1
25750,Parkinson's disease,B BRAUN,0
25751,Parkinson's disease,FDA-CTU,0
25752,Parkinson's disease,FRESENIUS KABI,0
25753,Parkinson's disease,BAXTER,0
25754,Parkinson's disease,GRANULES INDIA,0
25755,Parkinson's disease,ASPIRO PHARMA,0
25756,Parkinson's disease,LEO PHARM,0
25757,Parkinson's disease,EMCURE,0
25758,Parkinson's disease,DEXCEL,0
25759,Parkinson's disease,TARO,0
25760,Parkinson's disease,MARKSANS,0
25761,Parkinson's disease,RISING PHARMACEUTICALS,0
25762,Parkinson's disease,ZYDUS PHARM,0
25763,Parkinson's disease,PRINSTON PHARMACEUTICAL,0
25764,Parkinson's disease,CIPLA,0
25765,Parkinson's disease,TEVA,0
25766,Parkinson's disease,LEUCADIA PHARMACEUTICALS,0
25767,Parkinson's disease,BIONPHARMA,0
25768,Parkinson's disease,VALU MERCHANDISERS COMPANY,0
25769,Parkinson's disease,FAMILY DOLLAR,0
25770,Post viral fatigue syndrome,RANBAXY,0
25771,Post viral fatigue syndrome,NOVARTIS,0
25772,Post viral fatigue syndrome,JOHNSON AND JOHNSON,0
25773,Post viral fatigue syndrome,AUROBINDO,0
25774,Post viral fatigue syndrome,APOTEX,0
25775,Post viral fatigue syndrome,VIIV,0
25776,Post viral fatigue syndrome,GLAXOSMITHKLINE,0
25777,Post viral fatigue syndrome,MALLINCKRODT,0
25778,Post viral fatigue syndrome,MYLAN,0
25779,Post viral fatigue syndrome,PERRIGO,1
25780,Post viral fatigue syndrome,B BRAUN,0
25781,Post viral fatigue syndrome,FDA-CTU,0
25782,Post viral fatigue syndrome,FRESENIUS KABI,0
25783,Post viral fatigue syndrome,BAXTER,0
25784,Post viral fatigue syndrome,GRANULES INDIA,0
25785,Post viral fatigue syndrome,ASPIRO PHARMA,0
25786,Post viral fatigue syndrome,LEO PHARM,0
25787,Post viral fatigue syndrome,EMCURE,0
25788,Post viral fatigue syndrome,DEXCEL,0
25789,Post viral fatigue syndrome,TARO,0
25790,Post viral fatigue syndrome,MARKSANS,0
25791,Post viral fatigue syndrome,RISING PHARMACEUTICALS,0
25792,Post viral fatigue syndrome,ZYDUS PHARM,0
25793,Post viral fatigue syndrome,PRINSTON PHARMACEUTICAL,0
25794,Post viral fatigue syndrome,CIPLA,0
25795,Post viral fatigue syndrome,TEVA,0
25796,Post viral fatigue syndrome,LEUCADIA PHARMACEUTICALS,0
25797,Post viral fatigue syndrome,BIONPHARMA,0
25798,Post viral fatigue syndrome,VALU MERCHANDISERS COMPANY,0
25799,Post viral fatigue syndrome,FAMILY DOLLAR,0
25800,Tooth fracture,RANBAXY,0
25801,Tooth fracture,NOVARTIS,4
25802,Tooth fracture,JOHNSON AND JOHNSON,0
25803,Tooth fracture,AUROBINDO,0
25804,Tooth fracture,APOTEX,0
25805,Tooth fracture,VIIV,0
25806,Tooth fracture,GLAXOSMITHKLINE,0
25807,Tooth fracture,MALLINCKRODT,0
25808,Tooth fracture,MYLAN,0
25809,Tooth fracture,PERRIGO,1
25810,Tooth fracture,B BRAUN,0
25811,Tooth fracture,FDA-CTU,0
25812,Tooth fracture,FRESENIUS KABI,0
25813,Tooth fracture,BAXTER,0
25814,Tooth fracture,GRANULES INDIA,0
25815,Tooth fracture,ASPIRO PHARMA,0
25816,Tooth fracture,LEO PHARM,0
25817,Tooth fracture,EMCURE,0
25818,Tooth fracture,DEXCEL,0
25819,Tooth fracture,TARO,0
25820,Tooth fracture,MARKSANS,0
25821,Tooth fracture,RISING PHARMACEUTICALS,0
25822,Tooth fracture,ZYDUS PHARM,0
25823,Tooth fracture,PRINSTON PHARMACEUTICAL,0
25824,Tooth fracture,CIPLA,0
25825,Tooth fracture,TEVA,0
25826,Tooth fracture,LEUCADIA PHARMACEUTICALS,0
25827,Tooth fracture,BIONPHARMA,0
25828,Tooth fracture,VALU MERCHANDISERS COMPANY,0
25829,Tooth fracture,FAMILY DOLLAR,0
25830,Chronic hepatitis,RANBAXY,0
25831,Chronic hepatitis,NOVARTIS,0
25832,Chronic hepatitis,JOHNSON AND JOHNSON,1
25833,Chronic hepatitis,AUROBINDO,0
25834,Chronic hepatitis,APOTEX,0
25835,Chronic hepatitis,VIIV,0
25836,Chronic hepatitis,GLAXOSMITHKLINE,0
25837,Chronic hepatitis,MALLINCKRODT,0
25838,Chronic hepatitis,MYLAN,0
25839,Chronic hepatitis,PERRIGO,0
25840,Chronic hepatitis,B BRAUN,0
25841,Chronic hepatitis,FDA-CTU,0
25842,Chronic hepatitis,FRESENIUS KABI,0
25843,Chronic hepatitis,BAXTER,0
25844,Chronic hepatitis,GRANULES INDIA,0
25845,Chronic hepatitis,ASPIRO PHARMA,0
25846,Chronic hepatitis,LEO PHARM,0
25847,Chronic hepatitis,EMCURE,0
25848,Chronic hepatitis,DEXCEL,0
25849,Chronic hepatitis,TARO,0
25850,Chronic hepatitis,MARKSANS,0
25851,Chronic hepatitis,RISING PHARMACEUTICALS,0
25852,Chronic hepatitis,ZYDUS PHARM,0
25853,Chronic hepatitis,PRINSTON PHARMACEUTICAL,0
25854,Chronic hepatitis,CIPLA,0
25855,Chronic hepatitis,TEVA,0
25856,Chronic hepatitis,LEUCADIA PHARMACEUTICALS,0
25857,Chronic hepatitis,BIONPHARMA,0
25858,Chronic hepatitis,VALU MERCHANDISERS COMPANY,0
25859,Chronic hepatitis,FAMILY DOLLAR,0
25860,Infectious mononucleosis,RANBAXY,0
25861,Infectious mononucleosis,NOVARTIS,0
25862,Infectious mononucleosis,JOHNSON AND JOHNSON,1
25863,Infectious mononucleosis,AUROBINDO,0
25864,Infectious mononucleosis,APOTEX,0
25865,Infectious mononucleosis,VIIV,0
25866,Infectious mononucleosis,GLAXOSMITHKLINE,0
25867,Infectious mononucleosis,MALLINCKRODT,0
25868,Infectious mononucleosis,MYLAN,0
25869,Infectious mononucleosis,PERRIGO,0
25870,Infectious mononucleosis,B BRAUN,0
25871,Infectious mononucleosis,FDA-CTU,0
25872,Infectious mononucleosis,FRESENIUS KABI,0
25873,Infectious mononucleosis,BAXTER,0
25874,Infectious mononucleosis,GRANULES INDIA,0
25875,Infectious mononucleosis,ASPIRO PHARMA,0
25876,Infectious mononucleosis,LEO PHARM,0
25877,Infectious mononucleosis,EMCURE,0
25878,Infectious mononucleosis,DEXCEL,0
25879,Infectious mononucleosis,TARO,0
25880,Infectious mononucleosis,MARKSANS,0
25881,Infectious mononucleosis,RISING PHARMACEUTICALS,0
25882,Infectious mononucleosis,ZYDUS PHARM,0
25883,Infectious mononucleosis,PRINSTON PHARMACEUTICAL,0
25884,Infectious mononucleosis,CIPLA,0
25885,Infectious mononucleosis,TEVA,0
25886,Infectious mononucleosis,LEUCADIA PHARMACEUTICALS,0
25887,Infectious mononucleosis,BIONPHARMA,0
25888,Infectious mononucleosis,VALU MERCHANDISERS COMPANY,0
25889,Infectious mononucleosis,FAMILY DOLLAR,0
25890,Pulmonary alveolar haemorrhage,RANBAXY,0
25891,Pulmonary alveolar haemorrhage,NOVARTIS,0
25892,Pulmonary alveolar haemorrhage,JOHNSON AND JOHNSON,1
25893,Pulmonary alveolar haemorrhage,AUROBINDO,0
25894,Pulmonary alveolar haemorrhage,APOTEX,0
25895,Pulmonary alveolar haemorrhage,VIIV,0
25896,Pulmonary alveolar haemorrhage,GLAXOSMITHKLINE,0
25897,Pulmonary alveolar haemorrhage,MALLINCKRODT,0
25898,Pulmonary alveolar haemorrhage,MYLAN,0
25899,Pulmonary alveolar haemorrhage,PERRIGO,0
25900,Pulmonary alveolar haemorrhage,B BRAUN,0
25901,Pulmonary alveolar haemorrhage,FDA-CTU,0
25902,Pulmonary alveolar haemorrhage,FRESENIUS KABI,0
25903,Pulmonary alveolar haemorrhage,BAXTER,0
25904,Pulmonary alveolar haemorrhage,GRANULES INDIA,0
25905,Pulmonary alveolar haemorrhage,ASPIRO PHARMA,0
25906,Pulmonary alveolar haemorrhage,LEO PHARM,0
25907,Pulmonary alveolar haemorrhage,EMCURE,0
25908,Pulmonary alveolar haemorrhage,DEXCEL,0
25909,Pulmonary alveolar haemorrhage,TARO,0
25910,Pulmonary alveolar haemorrhage,MARKSANS,0
25911,Pulmonary alveolar haemorrhage,RISING PHARMACEUTICALS,0
25912,Pulmonary alveolar haemorrhage,ZYDUS PHARM,0
25913,Pulmonary alveolar haemorrhage,PRINSTON PHARMACEUTICAL,0
25914,Pulmonary alveolar haemorrhage,CIPLA,0
25915,Pulmonary alveolar haemorrhage,TEVA,0
25916,Pulmonary alveolar haemorrhage,LEUCADIA PHARMACEUTICALS,0
25917,Pulmonary alveolar haemorrhage,BIONPHARMA,0
25918,Pulmonary alveolar haemorrhage,VALU MERCHANDISERS COMPANY,0
25919,Pulmonary alveolar haemorrhage,FAMILY DOLLAR,0
25920,Product package associated injury,RANBAXY,0
25921,Product package associated injury,NOVARTIS,0
25922,Product package associated injury,JOHNSON AND JOHNSON,3
25923,Product package associated injury,AUROBINDO,0
25924,Product package associated injury,APOTEX,0
25925,Product package associated injury,VIIV,0
25926,Product package associated injury,GLAXOSMITHKLINE,0
25927,Product package associated injury,MALLINCKRODT,0
25928,Product package associated injury,MYLAN,0
25929,Product package associated injury,PERRIGO,0
25930,Product package associated injury,B BRAUN,0
25931,Product package associated injury,FDA-CTU,0
25932,Product package associated injury,FRESENIUS KABI,0
25933,Product package associated injury,BAXTER,0
25934,Product package associated injury,GRANULES INDIA,0
25935,Product package associated injury,ASPIRO PHARMA,0
25936,Product package associated injury,LEO PHARM,0
25937,Product package associated injury,EMCURE,0
25938,Product package associated injury,DEXCEL,0
25939,Product package associated injury,TARO,0
25940,Product package associated injury,MARKSANS,0
25941,Product package associated injury,RISING PHARMACEUTICALS,0
25942,Product package associated injury,ZYDUS PHARM,0
25943,Product package associated injury,PRINSTON PHARMACEUTICAL,0
25944,Product package associated injury,CIPLA,0
25945,Product package associated injury,TEVA,0
25946,Product package associated injury,LEUCADIA PHARMACEUTICALS,0
25947,Product package associated injury,BIONPHARMA,0
25948,Product package associated injury,VALU MERCHANDISERS COMPANY,0
25949,Product package associated injury,FAMILY DOLLAR,0
25950,Product packaging difficult to open,RANBAXY,0
25951,Product packaging difficult to open,NOVARTIS,0
25952,Product packaging difficult to open,JOHNSON AND JOHNSON,5
25953,Product packaging difficult to open,AUROBINDO,0
25954,Product packaging difficult to open,APOTEX,0
25955,Product packaging difficult to open,VIIV,0
25956,Product packaging difficult to open,GLAXOSMITHKLINE,0
25957,Product packaging difficult to open,MALLINCKRODT,0
25958,Product packaging difficult to open,MYLAN,0
25959,Product packaging difficult to open,PERRIGO,0
25960,Product packaging difficult to open,B BRAUN,0
25961,Product packaging difficult to open,FDA-CTU,0
25962,Product packaging difficult to open,FRESENIUS KABI,0
25963,Product packaging difficult to open,BAXTER,0
25964,Product packaging difficult to open,GRANULES INDIA,0
25965,Product packaging difficult to open,ASPIRO PHARMA,0
25966,Product packaging difficult to open,LEO PHARM,0
25967,Product packaging difficult to open,EMCURE,0
25968,Product packaging difficult to open,DEXCEL,0
25969,Product packaging difficult to open,TARO,0
25970,Product packaging difficult to open,MARKSANS,0
25971,Product packaging difficult to open,RISING PHARMACEUTICALS,0
25972,Product packaging difficult to open,ZYDUS PHARM,0
25973,Product packaging difficult to open,PRINSTON PHARMACEUTICAL,0
25974,Product packaging difficult to open,CIPLA,0
25975,Product packaging difficult to open,TEVA,0
25976,Product packaging difficult to open,LEUCADIA PHARMACEUTICALS,0
25977,Product packaging difficult to open,BIONPHARMA,0
25978,Product packaging difficult to open,VALU MERCHANDISERS COMPANY,0
25979,Product packaging difficult to open,FAMILY DOLLAR,0
25980,Hypernatraemia,RANBAXY,0
25981,Hypernatraemia,NOVARTIS,0
25982,Hypernatraemia,JOHNSON AND JOHNSON,1
25983,Hypernatraemia,AUROBINDO,1
25984,Hypernatraemia,APOTEX,0
25985,Hypernatraemia,VIIV,0
25986,Hypernatraemia,GLAXOSMITHKLINE,0
25987,Hypernatraemia,MALLINCKRODT,0
25988,Hypernatraemia,MYLAN,0
25989,Hypernatraemia,PERRIGO,0
25990,Hypernatraemia,B BRAUN,0
25991,Hypernatraemia,FDA-CTU,0
25992,Hypernatraemia,FRESENIUS KABI,0
25993,Hypernatraemia,BAXTER,0
25994,Hypernatraemia,GRANULES INDIA,0
25995,Hypernatraemia,ASPIRO PHARMA,0
25996,Hypernatraemia,LEO PHARM,0
25997,Hypernatraemia,EMCURE,1
25998,Hypernatraemia,DEXCEL,0
25999,Hypernatraemia,TARO,0
26000,Hypernatraemia,MARKSANS,0
26001,Hypernatraemia,RISING PHARMACEUTICALS,0
26002,Hypernatraemia,ZYDUS PHARM,0
26003,Hypernatraemia,PRINSTON PHARMACEUTICAL,0
26004,Hypernatraemia,CIPLA,0
26005,Hypernatraemia,TEVA,0
26006,Hypernatraemia,LEUCADIA PHARMACEUTICALS,0
26007,Hypernatraemia,BIONPHARMA,0
26008,Hypernatraemia,VALU MERCHANDISERS COMPANY,0
26009,Hypernatraemia,FAMILY DOLLAR,0
26010,Starvation ketoacidosis,RANBAXY,1
26011,Starvation ketoacidosis,NOVARTIS,0
26012,Starvation ketoacidosis,JOHNSON AND JOHNSON,0
26013,Starvation ketoacidosis,AUROBINDO,0
26014,Starvation ketoacidosis,APOTEX,0
26015,Starvation ketoacidosis,VIIV,0
26016,Starvation ketoacidosis,GLAXOSMITHKLINE,0
26017,Starvation ketoacidosis,MALLINCKRODT,0
26018,Starvation ketoacidosis,MYLAN,1
26019,Starvation ketoacidosis,PERRIGO,0
26020,Starvation ketoacidosis,B BRAUN,0
26021,Starvation ketoacidosis,FDA-CTU,0
26022,Starvation ketoacidosis,FRESENIUS KABI,0
26023,Starvation ketoacidosis,BAXTER,0
26024,Starvation ketoacidosis,GRANULES INDIA,0
26025,Starvation ketoacidosis,ASPIRO PHARMA,0
26026,Starvation ketoacidosis,LEO PHARM,0
26027,Starvation ketoacidosis,EMCURE,1
26028,Starvation ketoacidosis,DEXCEL,0
26029,Starvation ketoacidosis,TARO,0
26030,Starvation ketoacidosis,MARKSANS,0
26031,Starvation ketoacidosis,RISING PHARMACEUTICALS,0
26032,Starvation ketoacidosis,ZYDUS PHARM,0
26033,Starvation ketoacidosis,PRINSTON PHARMACEUTICAL,0
26034,Starvation ketoacidosis,CIPLA,0
26035,Starvation ketoacidosis,TEVA,0
26036,Starvation ketoacidosis,LEUCADIA PHARMACEUTICALS,0
26037,Starvation ketoacidosis,BIONPHARMA,0
26038,Starvation ketoacidosis,VALU MERCHANDISERS COMPANY,0
26039,Starvation ketoacidosis,FAMILY DOLLAR,0
26040,Acute respiratory distress syndrome,RANBAXY,0
26041,Acute respiratory distress syndrome,NOVARTIS,1
26042,Acute respiratory distress syndrome,JOHNSON AND JOHNSON,1
26043,Acute respiratory distress syndrome,AUROBINDO,1
26044,Acute respiratory distress syndrome,APOTEX,1
26045,Acute respiratory distress syndrome,VIIV,0
26046,Acute respiratory distress syndrome,GLAXOSMITHKLINE,0
26047,Acute respiratory distress syndrome,MALLINCKRODT,1
26048,Acute respiratory distress syndrome,MYLAN,1
26049,Acute respiratory distress syndrome,PERRIGO,1
26050,Acute respiratory distress syndrome,B BRAUN,1
26051,Acute respiratory distress syndrome,FDA-CTU,0
26052,Acute respiratory distress syndrome,FRESENIUS KABI,0
26053,Acute respiratory distress syndrome,BAXTER,0
26054,Acute respiratory distress syndrome,GRANULES INDIA,0
26055,Acute respiratory distress syndrome,ASPIRO PHARMA,0
26056,Acute respiratory distress syndrome,LEO PHARM,0
26057,Acute respiratory distress syndrome,EMCURE,0
26058,Acute respiratory distress syndrome,DEXCEL,0
26059,Acute respiratory distress syndrome,TARO,0
26060,Acute respiratory distress syndrome,MARKSANS,0
26061,Acute respiratory distress syndrome,RISING PHARMACEUTICALS,0
26062,Acute respiratory distress syndrome,ZYDUS PHARM,0
26063,Acute respiratory distress syndrome,PRINSTON PHARMACEUTICAL,0
26064,Acute respiratory distress syndrome,CIPLA,0
26065,Acute respiratory distress syndrome,TEVA,0
26066,Acute respiratory distress syndrome,LEUCADIA PHARMACEUTICALS,0
26067,Acute respiratory distress syndrome,BIONPHARMA,0
26068,Acute respiratory distress syndrome,VALU MERCHANDISERS COMPANY,0
26069,Acute respiratory distress syndrome,FAMILY DOLLAR,0
26070,Calcinosis,RANBAXY,1
